id,geometry
,POINT (127.051737866004 37.545803899402486)
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,POINT (126.88991825017322 37.51058983063345)
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,POINT (127.04789805975389 37.5041652750948)
,POINT (127.0500827010265 37.50484980495336)
,POINT (127.05352917695156 37.505921309375886)
,POINT (127.06181000106757 37.50847207014753)
,POINT (127.06425870027344 37.50921377320943)
,POINT (127.06727045385338 37.51003634890936)
,POINT (127.06774337067036 37.51013453267313)
,POINT (127.06943920224586 37.51038928049432)
,POINT (127.07259031364926 37.51084665159429)
,POINT (127.07496384119065 37.51125324457721)
,POINT (127.0790522857866 37.51194945643524)
,POINT (127.08329492285431 37.511814488789184)
,POINT (127.08508123858874 37.51164338843971)
,POINT (127.0878394304249 37.51153162769187)
,POINT (127.08834179068651 37.51157959090973)
,POINT (127.0889051399653 37.51158443240425)
,POINT (127.0933779570856 37.512017618825546)
,POINT (127.09628235116816 37.512323785552304)
,POINT (127.09682104807854 37.51243285072973)
,POINT (127.09745154989018 37.512574107462385)
,POINT (127.09893301728691 37.512928589502565)
,POINT (127.10117381276926 37.51356122597418)
,POINT (127.10341282378322 37.514364799497876)
,POINT (127.1035299777453 37.51448113357257)
,POINT (127.10358027572795 37.51468093002001)
,POINT (127.10357839578357 37.514838342405035)
,POINT (127.10365528461416 37.51501735009175)
,POINT (127.10431807253833 37.515767539406504)
,POINT (127.10457647454777 37.51618930815557)
,POINT (127.1047557242867 37.51662097243644)
,POINT (127.10489346704058 37.51722024404513)
,POINT (127.10495456264367 37.51783693418165)
,POINT (127.10493738283982 37.51817265574052)
,POINT (127.10458505013246 37.518999118834735)
,POINT (127.10421146979641 37.51996678291874)
,POINT (127.10336533736987 37.52150083362651)
,POINT (127.10033295069833 37.52616563451745)
,POINT (127.09729171080168 37.531010487449656)
,POINT (127.09525284976978 37.53426299749499)
,POINT (127.09437374216152 37.53563463904361)
,POINT (127.09356073222014 37.536719138933684)
,POINT (127.09306745442002 37.53719814662018)
,POINT (127.0927217534525 37.53745787166911)
,POINT (127.09229765052659 37.53766452689382)
,POINT (127.09187391788659 37.537839690021364)
,POINT (127.0913982503417 37.5379514904936)
,POINT (127.09088640058256 37.53806529566529)
,POINT (127.08964827998302 37.538034781708625)
,POINT (127.08708673115612 37.53738665935143)
,POINT (127.08510372867593 37.536868571376445)
,POINT (127.08403143873046 37.536603164601026)
,POINT (127.08375530059007 37.53655904539688)
,POINT (127.08347877805379 37.536546407735855)
,POINT (127.08318831663533 37.53659663170516)
,POINT (127.07873773326558 37.53772823019742)
,POINT (127.07357316413083 37.5390022488507)
,POINT (127.07025701589184 37.540053844096626)
,POINT (127.06806129450634 37.540789056448624)
,POINT (127.06353585100925 37.542298706807046)
,POINT (127.05720762721333 37.54421561629173)
,POINT (127.05493865569608 37.54488404284335)
,
,POINT (127.04843865630971 37.54687339511982)
,POINT (127.04634255546576 37.54757764682809)
,POINT (127.04523735261868 37.547995303510014)
,POINT (127.04498978721709 37.54820461801667)
,POINT (127.04480301617654 37.54844693542677)
,POINT (127.04455399788223 37.54877002216076)
,POINT (127.04444822807542 37.54906175370843)
,POINT (127.0441172594395 37.551009677782915)
,POINT (127.04396279243326 37.551918707782136)
,POINT (127.04394197591638 37.55376619588833)
,POINT (127.04376465578697 37.55511448169772)
,POINT (127.04358219956016 37.55619698743202)
,POINT (127.04334976573516 37.55760655565876)
,POINT (127.04331835926894 37.558467810918245)
,POINT (127.0431453327277 37.55923039144762)
,POINT (127.04291417965447 37.55974868381543)
,POINT (127.04266449168769 37.56012052044224)
,POINT (127.04237480422309 37.56042702446548)
,POINT (127.04189997339786 37.56084580401914)
,POINT (127.04128393297961 37.56113339588134)
,POINT (127.04075097471875 37.56130788216972)
,POINT (127.040035167801 37.561415857071744)
,POINT (127.03933294548638 37.56144819664272)
,POINT (127.03905339018979 37.5614459248335)
,POINT (127.03861260896731 37.5614246874863)
,POINT (127.03596712595844 37.56115436597721)
,POINT (127.03577628141052 37.56114737730804)
,POINT (127.03555113840054 37.561156405759846)
,POINT (127.03546214950941 37.56118282539062)
,POINT (127.03537976851266 37.56122559607475)
,POINT (127.03502809621615 37.56149644933905)
,POINT (127.03394288927922 37.562253770448486)
,POINT (127.03338595919861 37.56260761717246)
,POINT (127.0330156564356 37.56276750355643)
,POINT (127.03057433075593 37.56389636943895)
,POINT (127.02971092549826 37.56425686532955)
,POINT (127.02913679739605 37.56446361656737)
,POINT (127.02850670182116 37.56462722227681)
,POINT (127.02802578300515 37.56474625458232)
,POINT (127.02745138345381 37.56486643485602)
,POINT (127.02715740461308 37.56492374784955)
,POINT (127.02656311268612 37.5650003091431)
,POINT (127.02377882700517 37.565107728583506)
,POINT (127.02317742912327 37.56520594369818)
,POINT (127.02144049495307 37.56558901508436)
,POINT (127.02085350026657 37.5656571665303)
,POINT (127.02065964033423 37.56567178561678)
,POINT (127.02031573778618 37.565689139432976)
,POINT (127.01908765377695 37.565674900079856)
,POINT (127.01842270900015 37.565620372160424)
,POINT (127.01572639760188 37.56532859108016)
,POINT (127.01208453453702 37.56494470614264)
,POINT (127.01185972765943 37.564926538393905)
,POINT (127.01164174766272 37.564908427291726)
,POINT (127.01143021891492 37.564917515242946)
,POINT (127.01110902789178 37.56496913646874)
,POINT (127.0101400786837 37.565300917680105)
,POINT (127.00764641365747 37.56611883455154)
,POINT (127.00741616443725 37.56615197000965)
,POINT (127.00639821138297 37.56629003569836)
,POINT (127.0041418591037 37.566662987249714)
,POINT (127.00268854105607 37.56689030306458)
,POINT (127.00238133417092 37.56691485649035)
,POINT (127.00204720716697 37.56691203638773)
,POINT (126.9988569464322 37.566674926452514)
,POINT (126.99604095780127 37.566532671966264)
,POINT (126.99260490196366 37.56638740270604)
,POINT (126.98941705412396 37.56621774029338)
,POINT (126.98375136556348 37.56605143646681)
,POINT (126.98106064440248 37.56603117007368)
,POINT (126.9795680241539 37.566022587194816)
,POINT (126.9790785482055 37.565989210662785)
,POINT (126.97867430133742 37.56595400503655)
,POINT (126.97815850547083 37.565808494949614)
,POINT (126.97773896536188 37.565598716938375)
,POINT (126.97742872484413 37.565368186320484)
,POINT (126.97721562856417 37.56500829100948)
,POINT (126.97712106589287 37.56469892949338)
,POINT (126.97693840759649 37.56435489483811)
,POINT (126.97662861933706 37.56409181287158)
,POINT (126.9762089449153 37.56389287659684)
,POINT (126.97421418953212 37.56314839504374)
,POINT (126.97341577989873 37.56289550931811)
,POINT (126.97267642127537 37.562745975622356)
,POINT (126.97161563089003 37.56247191921478)
,POINT (126.96793856741928 37.56162310395561)
,POINT (126.96730095807642 37.56142223334002)
,POINT (126.96650216558841 37.56099768031455)
,POINT (126.96551498200343 37.56036729138834)
,POINT (126.96375393645377 37.55934129367248)
,POINT (126.9633447222722 37.55926587522002)
,POINT (126.96254973393341 37.559239990783965)
,POINT (126.96200571153136 37.55909342305104)
,POINT (126.96141526198834 37.558870810873856)
,POINT (126.95976033416665 37.557513880752566)
,POINT (126.9592807299848 37.55733245228397)
,POINT (126.95873462304323 37.55731058005428)
,POINT (126.9564809079509 37.55740296401873)
,POINT (126.95518077318161 37.55737617689349)
,POINT (126.94878212755349 37.55694921856308)
,POINT (126.94688984662824 37.55684061209675)
,POINT (126.94512097359667 37.556738660827584)
,POINT (126.94258216153632 37.55659100869507)
,POINT (126.94160645166704 37.55654047652494)
,POINT (126.94098861530867 37.556426259479615)
,POINT (126.93880892894522 37.55570664286698)
,POINT (126.93824044629673 37.55552020143989)
,POINT (126.9370630861636 37.55518551188389)
,POINT (126.93664923468425 37.555211029752854)
,POINT (126.93600636913108 37.5554403163242)
,POINT (126.932255869473 37.55682405387702)
,POINT (126.9270648401799 37.558767516007016)
,POINT (126.9268070412241 37.55878382341418)
,POINT (126.92647967971625 37.5587528756284)
,POINT (126.92616495293942 37.558656787676256)
,POINT (126.92575017982534 37.558370232561984)
,POINT (126.92474900254838 37.557599236399135)
,POINT (126.92290409759343 37.55615841561084)
,POINT (126.9194209462014 37.55359828068119)
,POINT (126.91654168907857 37.55145433328737)
,POINT (126.91474807736235 37.5501485070693)
,POINT (126.91364328904547 37.549330368160874)
,POINT (126.91330176016305 37.54901730686283)
,POINT (126.91297813826354 37.5486280721272)
,POINT (126.91228009175117 37.54770214651763)
,POINT (126.91058984376794 37.5455191778359)
,POINT (126.90431362514335 37.537250622038684)
,POINT (126.90325560668792 37.535632505967754)
,POINT (126.9021509036512 37.53418090195166)
,POINT (126.89839200348854 37.52943541294092)
,POINT (126.89726358815358 37.52795100449211)
,POINT (126.89704507180946 37.52755911774436)
,POINT (126.89682987006577 37.526563848601775)
,POINT (126.89642752897562 37.52487487584451)
,POINT (126.89565560716332 37.52154402554263)
,POINT (126.89492820956356 37.51871848284405)
,POINT (126.8942384954152 37.51579745732013)
,POINT (126.89417797637216 37.51546990162335)
,POINT (126.89401037050831 37.51529576365688)
,POINT (126.8937561088219 37.51513979941687)
,POINT (126.89330317539955 37.51490751657701)
,POINT (126.89200343690955 37.51387837296208)
,POINT (126.89045319727836 37.51264566970338)
,POINT (126.89000512050917 37.51208676195216)
,POINT (126.88980296987742 37.51163493000491)
,POINT (126.88974574590831 37.5113200542754)
,POINT (126.88979032767125 37.51087214921511)
,POINT (126.88991825017322 37.51058983063345)
,POINT (126.89035921611499 37.50977193191707)
,POINT (126.89172457483133 37.507983555983515)
,POINT (126.89249994931609 37.50684760938267)
,POINT (126.89283018889608 37.506116005915636)
,POINT (126.8930230670487 37.50525617373452)
,POINT (126.89309829854328 37.50422770711531)
,POINT (126.89305938407358 37.50075685818508)
,POINT (126.8931985421766 37.49946571099933)
,POINT (126.89355774850979 37.497506456698424)
,POINT (126.8940683074894 37.49577128664586)
,POINT (126.89458106972707 37.49433188643015)
,POINT (126.89536950993788 37.49220306743549)
,POINT (126.89598338300391 37.49039371814626)
,POINT (126.89655944182849 37.489175602506606)
,POINT (126.89721982318729 37.4881529078093)
,POINT (126.89770028140515 37.487503935784616)
,POINT (126.89820405413673 37.48699951982178)
,POINT (126.89862688011203 37.486711479935984)
,POINT (126.89909287923398 37.48648536672)
,POINT (126.89957593302573 37.48621979962698)
,POINT (126.90019780740262 37.485898086236425)
,POINT (126.9007528951307 37.48564679578614)
,POINT (126.90126188309502 37.485429075231295)
,POINT (126.90161269232692 37.48529329307663)
,POINT (126.90194256386945 37.485195880090366)
,POINT (126.90307643400523 37.48499960331775)
,POINT (126.90442065370344 37.48491472939044)
,POINT (126.90544994630609 37.48489645484962)
,POINT (126.90618177663251 37.48494493300821)
,POINT (126.90736377926139 37.48522002343414)
,POINT (126.91013621978877 37.48604006351881)
,POINT (126.91065717685117 37.4861977998655)
,POINT (126.91196078304132 37.486768956615)
,POINT (126.91410051000832 37.48796720422939)
,POINT (126.91602126464373 37.489031201776996)
,POINT (126.91661000562482 37.48932857338061)
,POINT (126.9173222381971 37.48952974098805)
,POINT (126.91828004461195 37.489635827064156)
,POINT (126.91887320208994 37.48962734422053)
,POINT (126.91955496975338 37.489522344546195)
,POINT (126.92016777032713 37.489361105108074)
,POINT (126.92074768379042 37.489060522130934)
,POINT (126.92158761050148 37.488537169879834)
,POINT (126.92194140068959 37.48819281040135)
,POINT (126.92277601887172 37.48715766065236)
,POINT (126.92426343530718 37.48560010913781)
,POINT (126.92495112794863 37.485078035225825)
,POINT (126.9254437930804 37.48477663570161)
,POINT (126.92614183539207 37.48427769335056)
,POINT (126.92673852559908 37.48401894144591)
,POINT (126.92714081373518 37.483939172897905)
,POINT (126.92750703045402 37.483942493663875)
,POINT (126.92851248174212 37.48410358126925)
,POINT (126.93094824071804 37.484397761045024)
,POINT (126.93433502596362 37.48482527767225)
,POINT (126.93496365090965 37.48489827310914)
,POINT (126.93540154894939 37.484883854639286)
,POINT (126.93578613597299 37.48483834105264)
,POINT (126.93617106911657 37.48476835463265)
,POINT (126.93668663166999 37.48455117262063)
,POINT (126.93887328245016 37.48359141653783)
,POINT (126.94048800968137 37.482856452350426)
,POINT (126.94078916799492 37.48273672635678)
,POINT (126.94095760910295 37.48267624497073)
,POINT (126.94193062650157 37.482379664256435)
,POINT (126.94322568155022 37.48224714338675)
,POINT (126.94438794946937 37.48213203341204)
,POINT (126.947486519713 37.48180362409793)
,POINT (126.9512159790456 37.48143198399455)
,POINT (126.95174989963176 37.4813799127175)
,POINT (126.95220620202318 37.48132397335395)
,POINT (126.95313006052616 37.48114851774016)
,POINT (126.9534618145147 37.481035152762075)
,POINT (126.9538399693482 37.480897705997215)
,POINT (126.95432693667033 37.48069764308856)
,POINT (126.9560301444759 37.480010139924566)
,POINT (126.95928726511994 37.47875080570223)
,POINT (126.96253756766555 37.477466941738264)
,POINT (126.96470459291432 37.47659355604085)
,POINT (126.96651966020055 37.47584492478576)
,POINT (126.96699073133183 37.47564704368558)
,POINT (126.96727629901504 37.47553935083574)
,POINT (126.96759239409613 37.475444169294015)
,POINT (126.96790031210628 37.4753856441944)
,POINT (126.96826956448723 37.47533377597336)
,POINT (126.9687231756768 37.47528876475207)
,POINT (126.96941268332809 37.47526923789389)
,POINT (126.96998786430906 37.475317089965046)
,POINT (126.97087671446236 37.47544724814)
,POINT (126.97271140026585 37.47591080701231)
,POINT (126.9737369412102 37.47615231643446)
,POINT (126.97451600124882 37.47630029070764)
,POINT (126.97549666344868 37.47645569299615)
,POINT (126.976378190247 37.47656126345016)
,POINT (126.97716628797241 37.47661735769688)
,POINT (126.97874743876352 37.476655499515196)
,POINT (126.98034102784251 37.47662397585247)
,POINT (126.98146040551539 37.47659910061243)
,POINT (126.98272944618556 37.47643862108195)
,POINT (126.98420241085272 37.47619095163498)
,POINT (126.98512801957523 37.476017941604766)
,POINT (126.98554804345925 37.47592380878636)
,POINT (126.98583452303029 37.47590995917703)
,POINT (126.98603789433945 37.47599322200285)
,POINT (126.98609725638187 37.47614045640807)
,POINT (126.98625423666059 37.47663090358782)
,POINT (126.98641385744213 37.476925730714434)
,POINT (126.98661525362034 37.4771557095164)
,POINT (126.98704025541417 37.477485411514465)
,POINT (126.98805163622882 37.47803394246733)
,POINT (126.98896520302578 37.478530854811304)
,POINT (126.98994100246189 37.478963077290764)
,POINT (126.9909174699909 37.47934638889055)
,POINT (126.99220024193532 37.479764904972726)
,POINT (126.99496920619447 37.48068515167253)
,POINT (126.99642843133732 37.481080525290174)
,POINT (126.9974741934678 37.48142001996993)
,POINT (126.99780414587546 37.481513390547754)
,POINT (126.99919719707164 37.481654371695974)
,POINT (126.99983016434211 37.48172891013755)
,POINT (127.00214900673897 37.48227204325163)
,POINT (127.00252282055811 37.482469884633765)
,POINT (127.0029430878482 37.48285015715013)
,POINT (127.00336136944023 37.483381098497205)
,POINT (127.00368314557531 37.48406192094694)
,POINT (127.00379728274741 37.4843642643644)
,POINT (127.00458395932027 37.48919299249037)
,POINT (127.00482029891337 37.49017162268606)
,POINT (127.00495806459129 37.49049503861032)
,POINT (127.00520531271276 37.490801959966234)
,POINT (127.00539863360719 37.49105616574967)
,POINT (127.00560403121212 37.49122338088745)
,POINT (127.00685027463027 37.4916014062359)
,POINT (127.00916645886025 37.49228867110614)
,POINT (127.01164201717565 37.49305363861328)
,POINT (127.01324216886059 37.49354044681118)
,POINT (127.01554812274819 37.49424705074398)
,POINT (127.02044509359247 37.49571922373312)
,POINT (127.02574602800517 37.49736880284642)
,POINT (127.0269749784641 37.49777979883004)
,POINT (127.02902588273096 37.49837559537463)
,POINT (127.03530763014417 37.50034916605626)
,POINT (127.0375286629291 37.50099325207672)
,POINT (127.04208876848486 37.50238050669948)
